
2 1
15 101
33 201
8 301
22 401
11 501
33 601
31 701
23 801
23 901
23 1001
25 1101
29 1201
23 1301
25 1401
22 1501
24 1601
29 1701
20 1801
30 1901
21 2001
17 2101
19 2201
17 2301
21 2401
24 2501
20 2601
19 2701
18 2801
22 2901
19 3001
16 3101
27 3201
23 3301
13 3401
19 3501
19 3601
15 3701
16 3801
17 3901
20 4001
17 4101
15 4201
19 4301
13 4401
15 4501
15 4601
17 4701
15 4801
18 4901
